Solicitação	Tipo Solicitação	Problema	Número OS BB	Bem	Item	Situação Equip.	Ag. SAG	Nome Local	LAT	Descrição Item	Número de Série	Cliente	Conta	Status	Data Abertura	Data Fechamento	Criticidade	SEMAT	Contrato	Data Resolução	Grupo	UF	
9431491	Manutenção Corretiva	NOTEBOOK NAO ESTA LIGANDO- APRESENTA SOM ( BIP'S) -  NAO LIGA    LED BATERIA CONSTANTEMENTE ACESSO -TESTAMOS DEIXAR ELE CARREGANDO, POR©M NAO RESOLVE.                                                 S	20237712000001	7417193051942	EQPT-083730	Contratado	7712.00	ESCR.EST.CAPIBARIBE	CAT-RECIFE	T-10 NOTEBOOK POSITIVO MASTER N6240 BLACKSTONE 14POL FULL HD INTEL CORE I5-8250U 8GB 2.400MHZ 128GB SSD 16GB INTEL OPTANE WINDOWS 10 PRO PORTUGUES BRASIL		BANCO DO BRASIL S.A	00000000	Suspenso	03/02/2023 09:44:07		22		00118/2021	07/02/2023 14:44:07	REC	PE	
9430989	Instalação	 Instalação de sistema de alarme pós reforma, em substituição ao chamado de manutenção corretiva 9426262		3258000206001	GRPE-900022	Contratado	3258.00	PRAIA DE BOA VIAGEM	CAT-RECIFE	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Aberto	03/02/2023 08:12:56		S1		00206/2019	20/03/2023 18:00:00	REC	PE	
9428127	Manutenção Corretiva	problema na receptora da central .  		2590000206001	GRPE-900022	Contratado	2590.00	SANTA TEREZINHA	TR-CARNAIBA	T-99 CENTRAIS DE ALARME BBTS OUTSOURCINCG DE SISTEMAS DE ALARME		COBRA TECNOLOGIA SA	42318949	Suspenso	02/02/2023 15:00:35		S1		00206/2019	03/03/2023 15:35:00	REC	PE	
9426501	Manutenção Corretiva	NECESSIDADE DE USO DO EQUIPAMENTO, PARA TANTO PRECISA DE UMA     FONTE DE ENERGIA, MONITOR, TECLADO, MOUSE.N	20235718000299	7417192423265	EQPT-084892	Contratado	8362.00	GESIN PERNAMBUCO	CAT-RECIFE	T-10 MICRO TMF AG POSITIVO PE 2018/04269		BANCO DO BRASIL S.A	00000000	Suspenso	02/02/2023 09:31:05		22		00118/2021	06/02/2023 14:31:05	REC	PE	
9423924	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230021340	1764001400040	GRPE-000004	Contratado	1764.00	CEDRO	TR-SALGUEIRO	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 17:44:46		2		00037/2018	02/02/2023 17:44:47	REC	PE	
9423767	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230020919	0711001400040	GRPE-000004	Contratado	0711.00	STA.CRUZ CAPIBARIBE	TR-CARUARU	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 17:29:08		2		00037/2018	02/02/2023 17:29:08	REC	PE	
9423601	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230020893	0605001400040	GRPE-000004	Contratado	0605.00	CABROBO	TR-SALGUEIRO	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 17:20:03		3		00037/2018	02/02/2023 17:20:03	REC	PE	
9423596	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230020890	0600001400040	GRPE-000004	Contratado	0600.00	ARARIPINA	TR-SALGUEIRO	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 17:19:49		2		00037/2018	02/02/2023 17:19:49	REC	PE	
9423511	Manutenção Corretiva	No break deixou de funcionar e deixou rack de telefonia indisponível. Rack foi ligado direto a rede elétrica para agência voltar a funcionar.	230022801	3250001400030	GRPE-000003	Contratado	3250.00	SHOPPING RECIFE	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Suspenso	01/02/2023 17:14:45		4		00037/2018	02/02/2023 17:44:45	REC	PE	
9423443	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230021326	1739001400040	GRPE-000004	Contratado	1739.00	CAPOEIRAS	TR-GARANHUNS	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 17:09:08		3		00037/2018	02/02/2023 17:09:08	REC	PE	
9423416	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230021315	1710001400040	GRPE-000004	Contratado	1710.00	CAMOCIM DE SAO FELIX	TR-GRAVATA	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 17:07:11		2		00037/2018	02/02/2023 17:07:11	REC	PE	
9423359	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230021290	1650001400040	GRPE-000004	Contratado	1650.00	BOM JARDIM-PE	TR-LIMOEIRO	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 17:02:30		2		00037/2018	02/02/2023 17:02:30	REC	PE	
9422866	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230019683	2069001400030	GRPE-000003	Contratado	2069.00	MOREILANDIA	TR-SALGUEIRO	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 16:23:00		4		00037/2018	02/02/2023 16:23:01	REC	PE	
9422511	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230019646	1838001400030	GRPE-000003	Contratado	1838.00	AFOGADOS	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 15:15:07		4		00037/2018	02/02/2023 15:15:07	REC	PE	
9422510	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230019645	1837001400030	GRPE-000003	Contratado	1837.00	PRAZERES	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 15:14:59		4		00037/2018	02/02/2023 15:14:59	REC	PE	
9422508	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230019643	1835001400030	GRPE-000003	Contratado	1835.00	CAXANGA	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 15:14:43		4		00037/2018	02/02/2023 15:14:43	REC	PE	
9422506	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230019641	1833001400030	GRPE-000003	Contratado	1833.00	BENFICA-PE	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 15:14:27		4		00037/2018	02/02/2023 15:14:27	REC	PE	
9422497	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230019632	1814001400030	GRPE-000003	Contratado	1814.00	SHOPPING TACARUNA	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 15:13:23		4		00037/2018	02/02/2023 15:13:23	REC	PE	
9422255	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230018197	2257001400010	GRPE-000002	Contratado	2257.00	MACAPARANA	TR-GOIANA	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 14:48:23		3		00037/2018	02/02/2023 14:48:23	REC	PE	
9422243	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230017788	1153001400010	GRPE-000002	Contratado	1153.00	TAQUARITINGA NORTE	TR-CARUARU	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 14:46:50		3		00037/2018	02/02/2023 14:46:50	REC	PE	
9422222	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230021493	2257001400040	GRPE-000004	Contratado	2257.00	MACAPARANA	TR-GOIANA	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 14:44:13		3		00037/2018	02/02/2023 14:44:13	REC	PE	
9422108	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230021478	2229001400040	GRPE-000004	Contratado	2229.00	ALAGOINHA	TR-ARCOVERDE	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 14:33:42		2		00037/2018	02/02/2023 14:33:42	REC	PE	
9421550	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230019696	2107001400030	GRPE-000003	Contratado	2107.00	IATI	TR-GARANHUNS	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 13:43:37		4		00037/2018	02/02/2023 13:43:38	REC	PE	
9421489	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230021042	1028001400040	GRPE-000004	Contratado	1028.00	BELEM SAO FRANCISCO	TR-SERRA TALHADA	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 13:37:42		3		00037/2018	02/02/2023 13:37:42	REC	PE	
9421441	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230019840	2422001400030	GRPE-000003	Contratado	2422.00	PEDRA	TR-ARCOVERDE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 13:33:47		4		00037/2018	02/02/2023 13:33:47	REC	PE	
9421337	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230021014	0963001400040	GRPE-000004	Contratado	0963.00	PETROLINA	TR-PETROLINA	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 13:25:13		3		00037/2018	02/02/2023 13:25:13	REC	PE	
9421295	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230019817	2365001400030	GRPE-000003	Contratado	2365.00	OLINDA	CAT-RECIFE	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Suspenso	01/02/2023 13:22:05		4		00037/2018	02/02/2023 13:22:05	REC	PE	
9421222	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230019179	0721001400030	GRPE-000003	Contratado	0721.00	BELO JARDIM	TR-CARUARU	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 13:15:45		4		00037/2018	02/02/2023 13:15:46	REC	PE	
9421220	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230019177	0711001400030	GRPE-000003	Contratado	0711.00	STA.CRUZ CAPIBARIBE	TR-CARUARU	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 13:15:30		4		00037/2018	02/02/2023 13:15:30	REC	PE	
9421182	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230019149	0605001400030	GRPE-000003	Contratado	0605.00	CABROBO	TR-SALGUEIRO	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 13:12:01		4		00037/2018	02/02/2023 13:12:01	REC	PE	
9421178	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230019146	0600001400030	GRPE-000003	Contratado	0600.00	ARARIPINA	TR-SALGUEIRO	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 13:11:37		4		00037/2018	02/02/2023 13:11:37	REC	PE	
9421140	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230019315	1059001400030	GRPE-000003	Contratado	1059.00	EXU	TR-SALGUEIRO	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 13:08:05		4		00037/2018	02/02/2023 13:08:05	REC	PE	
9421115	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230019301	1028001400030	GRPE-000003	Contratado	1028.00	BELEM SAO FRANCISCO	TR-SERRA TALHADA	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 13:05:54		4		00037/2018	02/02/2023 13:05:54	REC	PE	
9421027	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230018996	0115001400030	GRPE-000003	Contratado	0115.00	PALMARES	TR-RIBEIRAO	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 12:57:50		4		00037/2018	02/02/2023 12:57:50	REC	PE	
9420968	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230019349	1153001400030	GRPE-000003	Contratado	1153.00	TAQUARITINGA NORTE	TR-CARUARU	EQUIPAMENTOS NO-BREAK		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 12:51:46		4		00037/2018	02/02/2023 12:51:47	REC	PE	
9420756	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230018030	1739001400010	GRPE-000002	Contratado	1739.00	CAPOEIRAS	TR-GARANHUNS	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 12:39:27		3		00037/2018	02/02/2023 12:39:27	REC	PE	
9420700	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230018183	2229001400010	GRPE-000002	Contratado	2229.00	ALAGOINHA	TR-ARCOVERDE	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 12:35:25		3		00037/2018	02/02/2023 12:35:25	REC	PE	
9420634	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230018019	1710001400010	GRPE-000002	Contratado	1710.00	CAMOCIM DE SAO FELIX	TR-GRAVATA	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 12:30:19		3		00037/2018	02/02/2023 12:30:19	REC	PE	
9420518	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230018414	2889001400010	GRPE-000002	Contratado	2889.00	CEASA-RECIFE	CAT-RECIFE	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Suspenso	01/02/2023 12:21:49		3		00037/2018	02/02/2023 12:21:49	REC	PE	
9420284	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230017858	1361001400010	GRPE-000002	Contratado	1361.00	IGARASSU	CAT-RECIFE	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 12:04:38		3		00037/2018	02/02/2023 12:04:38	REC	PE	
9420231	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230017980	1620001400010	GRPE-000002	Contratado	1620.00	TAMARINEIRA	CAT-RECIFE	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 12:00:04		3		00037/2018	02/02/2023 12:00:04	REC	PE	
9420175	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230017622	0721001400010	GRPE-000002	Contratado	0721.00	BELO JARDIM	TR-CARUARU	EQUIPAMENTOS PGDM/PEDM		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 11:56:17		3		00037/2018	02/02/2023 11:56:17	REC	PE	
9419921	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230021431	2138001400040	GRPE-000004	Contratado	2138.00	IPOJUCA	CAT-RECIFE	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 11:36:06		3		00037/2018	02/02/2023 11:36:06	REC	PE	
9419909	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230021419	2107001400040	GRPE-000004	Contratado	2107.00	IATI	TR-GARANHUNS	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 11:34:22		3		00037/2018	02/02/2023 11:34:22	REC	PE	
9419884	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230021406	2069001400040	GRPE-000004	Contratado	2069.00	MOREILANDIA	TR-SALGUEIRO	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 11:32:32		2		00037/2018	02/02/2023 11:32:32	REC	PE	
9419831	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230021369	1838001400040	GRPE-000004	Contratado	1838.00	AFOGADOS	CAT-RECIFE	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 11:27:02		2		00037/2018	02/02/2023 11:27:03	REC	PE	
9419830	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230021368	1837001400040	GRPE-000004	Contratado	1837.00	PRAZERES	CAT-RECIFE	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 11:26:54		2		00037/2018	02/02/2023 11:26:54	REC	PE	
9419827	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230021366	1835001400040	GRPE-000004	Contratado	1835.00	CAXANGA	CAT-RECIFE	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 11:26:28		3		00037/2018	02/02/2023 11:26:28	REC	PE	
9419826	Manutenção Preventiva	Preventiva semestral.    OS para acompanhamento da manutenção preventiva, conforme cronograma da dependência e Relação de Serviços Preventivos do Contrato. Após conclusão do atendimento, preencher RAC/Lista de Conferência digital c/ os serv	230021365	1833001400040	GRPE-000004	Contratado	1833.00	BENFICA-PE	CAT-RECIFE	EQUIPAMENTOS DE REDE DA SALA ONLINE		BANCO DO BRASIL S.A	00000000	Aberto	01/02/2023 11:26:19		3		00037/2018	02/02/2023 11:26:19	REC	PE	
